Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
ATE,Antlers,US,OK,,,,N,North America,North America,North America,North America,North America,34.19260025,-95.64990234,
WIC,Wick,GB,,,WIC,Wick Arpt,N,,,,,,58.45890045,-3.093060017,
ATS,Artesia,US,NM,,,,N,North America,North America,North America,North America,North America,32.85250092,-104.4680023,
ATT,Atmautluak,US,AK,,,,N,,,,,,60.866699,-162.272995,
WJF,Lancaster,US,CA,,WJF,Williams J Fox Arpt,N,North America,North America,North America,North America,North America,34.74110031,-118.2190018,
AUK,Alakanuk,US,AK,,,,N,North America,North America,North America,North America,North America,62.68004227,-164.6599274,
WJU,Wonju,KR,,,WJU,Wonju Arpt,N,,,,,,37.441201,127.963858,
WKA,Wanaka,NZ,,,WKA,Wanaka Arpt,N,International,Pac-South,Australia,Australia,APAC,-44.72219849,169.2460022,
WKF,Waterkloof,ZA,,,WKF,Waterkloof Airport Fawk,N,,,,,,-25.82999992,28.22249985,
WKJ,Wakkanai,JP,,,WKJ,Hokkaido Arpt,N,,,,,,45.40420151,141.8009949,
AVX,Catalina Island,US,CA,,,,N,North America,North America,North America,North America,North America,33.4049,-118.416,
WKL,Waikoloa,US,HI,,WKL,Waikoloa Heliport,N,,,,,,19.9205,-155.8607,
BBC,Bay City,US,TX,,,,N,,,,,,28.97330093,-95.8635025,
WLB,Labouchere Bay,US,AK,,WLB,Labouchere Bay Arpt,N,,,,,,,,
WLD,Winfield,US,KS,,WLD,Arkansas City Arpt,N,,,,,,37.16859818,-97.03759766,
WLE,Miles,AU,,,WLE,Miles Airport,N,,,,,,-26.80830002,150.1750031,
WLG,Wellington,NZ,,,WLG,Wellington Arpt,N,,,,,,-41.32720184,174.8049927,
WLH,Walaha,VU,,,WLH,Walaha Arpt,N,,,,,,-15.4119997,167.6909943,
WLI,Wenling,CN,,,WLI,Wenling Railway Station,Y,,,,,,,,
WLK,Selawik,US,AK,,WLK,Selawik Arpt,N,,,,,,66.60009766,-159.9859924,
BBF,Burlington,US,MA,,,,N,,,,,,,,
BBX,Blue Bell,US,PA,,,,N,North America,North America,North America,North America,North America,40.13750076,-75.26509857,
WLP,West Angelas,AU,WA,,,West Angelas Airport,N,,,,,,-23.13555556,118.7072222,
WLR,Loring,US,AK,,WLR,Loring SPB,N,,,,,,55.60129929,-131.6369934,
WLS,Wallis Island,WF,,,WLS,Wallis Island Airport,N,,,,,,-13.23830032,-176.1990051,
WLW,WILLOWS,US,CA,,WLW,Glenn County Arpt,N,,,,,,39.51639938,-122.2180023,
BDG,Blanding,US,UT,,,,N,North America,North America,North America,North America,North America,37.58330154,-109.4830017,
WMB,Warrnambool,AU,VIC,,WMB,Warrnambool Airport,N,,,,,,-38.29529953,142.4470062,
WMC,Winnemucca,US,NV,,WMC,Winnemucca Municipal Arpt,N,,,,,,40.89659882,-117.8059998,
BGE,Bainbridge,US,GA,,,,N,,,,,,30.9715004,-84.63739777,
WMH,Mountain Home,US,AR,,WMH,Ozark Regional Arpt,N,,,,,,36.3689003,-92.47049713,
WMI,Nowy Dwor Mazowiecki,PL,,,,Modlin Arpt,N,International,EMEA,Atlantic,Europe,EMEA,52.451099,20.6518,
WMN,Maroantsetra,MG,,,WMN,Maroantsetra Airport,N,,,,,,-15.43669987,49.68830109,
BIX,Biloxi,US,MS,,,,N,,,,,,30.41040039,-88.92440033,
BKC,Buckland,US,AK,,,,N,North America,North America,North America,North America,North America,65.9815979,-161.1490021,
BMC,Brigham City,US,UT,,,,N,North America,North America,North America,North America,North America,41.552399,-112.061996,
WNA,Napakiak,US,AK,,WNA,Napakiak Arpt,N,,,,,,60.69029999,-161.9790039,
WNH,Wenshan,CN,,,WNH,Puzhehei Arpt,N,International,Pac-North,Asia,Asia,APAC,23.5583,104.3255,
WNI,Wangi Wangi,ID,,,WNI,Matahora Airport,N,,,,,,,,
WNN,Wunnumin Lake,CA,ON,,WNN,Wunnumin Lake Arpt,N,,,,,,52.89390182,-89.28919983,
WNP,Naga,PH,,,WNP,Naga Arpt,N,,,,,,13.5848999,123.2699966,
WNR,Windorah,AU,QLD,,WNR,Windorah Arpt,N,,,,,,-25.41309929,142.6670074,
WNS,Nawabshah,PK,,,WNS,Nawabshah Arpt,N,,,,,,26.2194,68.390099,
WNZ,Wenzhou,CN,,,WNZ,Wenzhou Arpt,N,,,,,,27.912201,120.851997,
BPI,Big Piney,US,WY,,,,N,,,,,,42.58509827,-110.1110001,
BRG,Whitesburg,US,KY,,,,N,,,,,,37.2219,-82.8742,
WOL,Wollongong,AU,NSW,,WOL,Wollongong Arpt,N,,,,,,-34.56110001,150.7890015,
WOW,Willow,US,AK,,WOW,Willow Arpt,N,,,,,,61.75419998,-150.052002,
WPA,Puerto Aisen,CL,,,WPA,Cabo Juan Roman Arpt,N,International,Latin America,South America,South America,South America,-45.39920044,-72.67030334,
BTI,Barter Island,US,AK,,,,N,North America,North America,North America,North America,North America,70.13400269,-143.5820007,
WPC,Pincher Creek,CA,AB,,WPC,Pincher Creek Arpt,N,,,,,,49.52059937,-113.9970016,
WPM,Wipim,PG,,,WPM,Wipim Airport,N,,,,,,-8.788220406,142.8820038,
WPO,Paonia,US,CO,,WPO,North Fork Valley Arpt,N,,,,,,38.83169937,-107.6460037,
BTT,Bettles,US,AK,,,,N,North America,North America,North America,North America,North America,66.91390228,-151.529007,
WRE,Whangarei,NZ,,,WRE,Whangarei Arpt,N,,,,,,-35.7682991,174.3650055,
WRG,Wrangell,US,AK,,WRG,Wrangell Seaplane Base,N,,,,,,56.48429871,-132.3699951,
WRI,Wrightstown,US,NJ,,WRI,McGuire AFB,N,,,,,,40.0155983,-74.59169769,
WRL,Worland,US,WY,,WRL,Worland Municipal Arpt,N,,,,,,43.96569824,-107.9509964,
WRO,Wroclaw,PL,,,WRO,Nicolaus Copernicus Airport,N,,,,,,51.10269928,16.88579941,
WRY,Westray,GB,,,WRY,Westray Arpt,N,,,,,,59.35029984,-2.950000048,
WRZ,Weerawila,LK,,,WRZ,Weerawila Arpt,N,,,,,,6.254489899,81.23519897,
WSB,Steamboat Bay,US,AK,,WSB,Seaplane,N,North America,North America,North America,North America,North America,55.52959824,-133.6419983,
BYA,Boundary,US,AK,,,,N,,,,,,64.07830048,-141.1130066,
WSF,Cape Sarichef,US,AK,,WSF,Cape Sarichef Arpt,N,North America,North America,North America,North America,North America,31.1,-1.383333333,
WSG,Washington,US,PA,,WSG,Washington County Arpt,N,,,,,,40.13650131,-80.29019928,
WSH,Brookhaven,US,NY,,WSH,Brookhaven Airport,N,,,,,,40.82189941,-72.86940002,
WSM,Wiseman,US,AK,,WSM,Wiseman Arpt,N,,,,,,67.40460205,-150.1230011,
CCB,UPLAND,US,CA,,,,N,,,,,,34.11159897,-117.6880035,
WST,Westerly,US,RI,,PVD  WST,Westerly Municipal,N,,,,,,41.34960175,-71.80339813,
CDB,Cold Bay,US,AK,,,,N,North America,North America,North America,North America,North America,55.20610046,-162.7250061,
WSY,Airlie Beach,AU,QLD,,WSY,Whitsunday Airstrip,N,,,,,,-20.27611,148.755,
WSZ,Westport,NZ,,,WSZ,Westport Airport,N,,,,,,-41.73809814,171.5809937,
CEM,Central,US,AK,,,,N,North America,North America,North America,North America,North America,65.57379913,-144.7830048,
CGE,Cambridge,US,MD,,,,N,,,,,,38.53929901,-76.03040314,
WTK,Noatak,US,AK,,WTK,Noatak Airport,N,,,,,,67.56610107,-162.9750061,
CGS,College Park,US,MD,,,,N,,,,,,38.98059845,-76.92230225,
CHI,Chicago,US,IL,,DPA  MDW  ORD  PWK  RFD  ZUK  ZUN  ZWV,,N,North America,North America,North America,North America,North America,41,-87,
CHK,Chickasha,US,OK,,,,N,North America,North America,North America,North America,North America,35.09740067,-97.96769714,
WTR,Whiteriver,US,AZ,,WTR,Whiteriver Arpt,N,,,,,,33.8125,-109.9869995,
CIK,Chalkyitsik,US,AK,,,,N,North America,North America,North America,North America,North America,66.64499664,-143.7400055,
WUA,Wuhai,CN,,,WUA,Wuhai Arpt,N,,,,,,39.7934,106.7993,
CKX,Chicken,US,AK,,,,N,,,,,,64.07129669,-141.9519959,
WUH,Wuhan,CN,,,WHZ  WUH,Wuhan Arpt,N,,,,,,30.7838,114.208,
WUN,Wiluna,AU,WA,,WUN,Wiluna Arpt,N,,,,,,-26.62919998,120.2210007,
WUS,Wuyishan,CN,,,WUS,Wuyishan Arpt,N,,,,,,27.7019,118.000999,
WUT,Xinzhou,CN,,,WUT,Xinzhou Wutaishan Arpt,N,International,Pac-North,Asia,Asia,APAC,38.597456,112.969173,
WUU,Wau City,SS,,,WUU,Wau Arpt,N,,,,,,7.725830078,27.97500038,
CLC,Clear Lake City,US,TX,,,,N,North America,North America,North America,North America,North America,29.5555,-95.1383,
WUX,Wuxi,CN,,,WUX,Sunan Shuofang Arpt,N,,,,,,31.49440002,120.4290009,
WUZ,Wuzhou,CN,,,WUZ,Changzhoudao Airport,N,,,,,,23.456699,111.248001,
WVB,Walvis Bay,NA,,,WVB,Rooikop Arpt,N,,,,,,-22.9799,14.6453,
WVI,Watsonville,US,CA,,WVI,Watsonville Municipal Arpt,N,,,,,,36.93569946,-121.7900009,
CLP,Clarks Point,US,AK,,,,N,North America,North America,North America,North America,North America,58.83369827,-158.529007,
WVL,Waterville,US,ME,,WVL,Robert La Fleur Arpt,N,,,,,,44.53319931,-69.67549896,
WVN,Wilhelmshaven,DE,,,WVN,Wilhelmshaven Arpt,N,,,,,,53.50222015,8.052222252,
WWA,Wasilla,US,AK,,WWA,Wasilla Arpt,N,North America,North America,North America,North America,North America,61.57170105,-149.5399933,
WWD,Cape May,US,NJ,,WWD,Cape May Arpt,N,,,,,,39.00849915,-74.90830231,
WWK,Wewak,PG,,,WWK,Boram Arpt,N,,,,,,-3.583830118,143.6690063,
WWP,Whale Pass,US,AK,,WWP,North Whale Sea Plane Base,N,,,,,,56.116299,-133.121994,
WWR,Woodward,US,OK,,WWR,West Woodward Arpt,N,,,,,,36.438,-99.5226667,
CNO,Chino,US,CA,,,,N,,,,,,33.97470093,-117.637001,
COP,Cooperstown,US,NY,,,,N,,,,,,42.62919998,-74.89099884,
WXF,Braintree,GB,,,WXF,Wether Field Raf,N,,,,,,,,
WXJ,Wanning,CN,,,WXJ,Wanning Rail Station,Y,,,,,,,,
WXN,Wanxian,CN,,,WXN,Wanxian Arpt,N,,,,,,30.8017,108.433,
WYA,Whyalla,AU,SA,,WYA,Whyalla Arpt,N,,,,,,-33.05889893,137.5140076,
WYB,Yes Bay,US,AK,,WYB,Yes Bay Lodge Sea Plane Base,N,,,,,,55.91630173,-131.8009949,
WYN,Wyndham,AU,WA,,WYN,Wyndham Arpt,N,International,Pac-North,Australia,Australia,APAC,-15.51140022,128.1529999,
WYS,West Yellowstone,US,MT,,WYS,West Yellowstone Arpt,N,,,,,,44.68840027,-111.1179962,
COT,Cotulla,US,TX,,,,N,North America,North America,North America,North America,North America,28.45669937,-99.22029877,
CSE,Crested Butte,US,CO,,,,N,North America,North America,North America,North America,North America,38.851918,-106.928341,
CWG,Callaway Gardens,US,GA,,,,N,North America,North America,North America,North America,North America,32,-84,
XAH,Silkeborg,DK,,,XAH,Silkeborg Rail Station,Y,,,,,,,,
CYF,Chefornak,US,AK,,,,N,North America,North America,North America,North America,North America,60.14920044,-164.2859955,
XAK,Herning,DK,,,XAK  ZRY,Herning Rail Station,Y,,,,,,,,
XAL,Alamos,MX,,,XAL,Alamos Arpt,N,,,,,,27.035701,-108.947998,
CZF,Cape Romanzof,US,AK,,,,N,North America,North America,North America,North America,North America,61.78030014,-166.0390015,
CZN,Chisana,US,AK,,,,N,North America,North America,North America,North America,North America,62.07120132,-142.0480042,
XAP,Chapeco,BR,SC,,XAP,Serafin Enoss Bertaso Arpt,N,,,,,,-27.13419914,-52.65660095,
DEO,Dearborn,US,MI,,,,N,,,,,,,,
DIO,Diomede Island,US,AK,,,,N,North America,North America,North America,North America,North America,65.7586,-168.9531,
DKK,Dunkirk,US,NY,,,,N,,,,,,42.49330139,-79.27200317,
XAW,Capreol,CA,ON,,XAW,Capreol Rail Station,Y,,,,,,,,
XAZ,Campbellton,CA,NB,,XAZ,Campbellton Rail Station,Y,,,,,,,,
DNS,Denison,US,IA,,,,N,,,,,,41.9864006,-95.38069916,
DRG,Deering,US,AK,,,,N,North America,North America,North America,North America,North America,66.06960297,-162.7660065,
XBE,Bearskin Lake Indian Reserve,CA,ON,,XBE,Bearskin Lake Arpt,N,,,,,,53.96559906,-91.02719879,
DRU,Drummond,US,MT,,,,N,North America,North America,North America,North America,North America,46.6208,-113.205002,
DTA,Delta,US,UT,,,,N,North America,North America,North America,North America,North America,39.38059998,-112.5080032,
DTL,Detroit Lakes,US,MN,,,,N,North America,North America,North America,North America,North America,46.82519913,-95.88569641,
DTT,Detroit,US,MI,DTT,DET  DTW  UIZ  YIP,,N,North America,North America,North America,North America,North America,42,-83,
DUA,Durant,US,OK,,,,N,,,,,,33.94229889,-96.39450073,
EDG,Edgewood,US,MD,,,,N,,,,,,,,
XBR,Brockville,CA,ON,,XBR,Brockville Regional Airport,N,,,,,,44.63940048,-75.75029755,
EDW,Edwards,US,CA,,,,N,North America,North America,North America,North America,North America,34.905399,-117.884003,
EGX,Egegik,US,AK,,,,N,North America,North America,North America,North America,North America,58.1855011,-157.375,
EHM,Cape Newenham,US,AK,,,,N,North America,North America,North America,North America,North America,58.64640045,-162.0630035,
EHT,East Hartford,US,CT,,,,N,,,,,,41.7517,-72.6253,
ELA,Eagle Lake,US,TX,,,,N,,,,,,29.60059929,-96.32189941,
ELI,Elim,US,AK,,,,N,North America,North America,North America,North America,North America,64.61470032,-162.2720032,
ELV,Elfin Cove,US,AK,,,,N,North America,North America,North America,North America,North America,58.19520187,-136.3470001,
XCC,Le Creusot,FR,,,XCC,Le Creusot/Montceau TGV Rail Stn,Y,International,EMEA,Atlantic,Europe,EMEA,0,0,
EMK,Emmonak,US,AK,,,,N,North America,North America,North America,North America,North America,62.78609848,-164.4909973,
ENN,Nenana,US,AK,,,,N,,,,,,64.54730225,-149.0740051,
XCG,Cagnes Sur Mer,FR,,,XCG,Cagnes Sur Mer Railway Station,Y,,,,,,,,
XCH,Christmas Island,CX,,,XCH,Christmas Island Arpt,N,International,Pac-North,Australia,Australia,APAC,-10.45059967,105.6900024,
XCI,Chambord,CA,PQ,,XCI,Chambord Rail Station,Y,,,,,,,,
EWD,Wildman Lake,US,AK,,,,N,,,,,,,,
XCM,Chatham,CA,ON,,XCM,Chatham Airport,N,,,,,,42.3064003,-82.08190155,
FBR,Fort Bridger,US,WY,,,,N,,,,,,41.39189911,-110.4069977,
XCO,Colac,AU,VIC,,XCO,Colac Arpt,N,International,Pac-North,Australia,Australia,APAC,-38.2867012,143.6799927,
FFT,Frankfort,US,KY,,,,N,North America,North America,North America,North America,North America,38.18249893,-84.90470123,
XCR,Chalons Sur Marne,FR,,,,Vatry Arpt,N,,,,,,48.77333333,4.206111111,
FKN,Franklin,US,VA,,,,N,,,,,,36.69810104,-76.90380096,
FLT,Flat,US,AK,,,,N,North America,North America,North America,North America,North America,62.45259857,-157.9889984,
FME,Fort Meade,US,MD,,,,N,,,,,,39.08539963,-76.75939941,
FNR,Funter Bay,US,AK,,,,N,North America,North America,North America,North America,North America,58.25439835,-134.897995,
FSK,Fort Scott,US,KS,,,,N,,,,,,37.79840088,-94.76940155,
FYU,Ft Yukon,US,AK,,,,N,North America,North America,North America,North America,North America,66.57150269,-145.25,
GAM,Gambell,US,AK,,,,N,North America,North America,North America,North America,North America,63.76679993,-171.7330017,
GFD,Greenfield,US,IN,,,,N,North America,North America,North America,North America,North America,39.79029846,-85.73609924,
XDL,Chandler,CA,PQ,,XDL,Chandler Rail Station,Y,,,,,,,,
XDM,Drummondville,CA,PQ,,XDM,Drummondville Rail Station,Y,,,,,,,,
GLQ,Glennallen,US,AK,,,,N,North America,North America,North America,North America,North America,62.11666667,-145.55,
XDO,Grande Riviere,CA,PQ,,XDO,Grande-Riviere Rail Station,Y,,,,,,,,
GLV,Golovin,US,AK,,,,N,North America,North America,North America,North America,North America,64.55049896,-163.0070038,
XDU,Hervey,CA,PQ,,XDU,Hervey Rail Station,Y,,,,,,,,
GNU,Goodnews Bay,US,AK,,,,N,North America,North America,North America,North America,North America,59.11740112,-161.5769959,
XED,Disneyland Paris Rail,FR,,,XED,Disneyland Paris Marne/Chessey Rail Stn,Y,,,,,,,,
XEE,Lac Edouard,CA,PQ,,XEE,Lac Edouard Rail Station,Y,,,,,,,,
XEH,Ladysmith,CA,BC,,XEH,Ladysmith Rail Station,Y,,,,,,,,
GRD,Greenwood,US,SC,,,,N,North America,North America,North America,North America,North America,34.24869919,-82.15910339,
XEJ,Langford,CA,BC,,XEJ,Langford Rail Station,Y,,,,,,,,
XEK,Melville,CA,SK,,XEK,Melville Rail Station,Y,,,,,,,,
XEL,New Carlisle,CA,PQ,,XEL,New Carlisle Rail Station,Y,,,,,,,,
XEM,New Richmond,CA,PQ,,XEM,New Richmond Rail Station,Y,,,,,,,,
GRM,Grand Marais,US,MN,,,,N,,,,,,47.8382988,-90.38289642,
XES,Lake Geneva,US,WI,,XES,Grand Geneva Resort Arpt,N,,,,,,42.614899,-88.389603,
XEY,Newcastle,CA,NB,,,Newcastle Rail Station,Y,,,,,,,,
GRN,Gordon,US,NE,,,,N,,,,,,42.80599976,-102.1750031,
XFC,Fredericton Junction,CA,NB,,XFC,Fredericton Junction Rail Station,Y,,,,,,,,
XFD,Stratford,CA,ON,,XFD,Stratford Rail Station,Y,,,,,,,,
XFE,Parent,CA,PQ,,XFE,Parent Rail Station,Y,,,,,,,,
XFF,Calais City,FR,,,XFF,Frethun Railway Station,Y,,,,,,,,
XFG,Perce,CA,PQ,,XFG,Perce Rail Station,Y,,,,,,,,
XFH,Strangnas,SE,,,,Strangnas Rail Station,Y,,,,,,,,
XFI,Port Daniel,CA,PQ,,XFI,Port-Daniel Rail Station,Y,,,,,,,,
XFK,Senneterre,CA,PQ,,XFK,Senneterre Rail Station,Y,,,,,,,,
XFL,Shawinigan,CA,PQ,,XFL,Shawinigan Rail Station,Y,,,,,,,,
XFM,Shawnigan,CA,BC,,XFH  XFM,Shawnigan Rail Station,Y,,,,,,,,
XFN,Xiangfan,CN,,,XFN,Xiangfan Arpt,N,,,,,,32.1506,112.291,
XFO,Taschereau,CA,PQ,,XFO,Taschereau Rail Station,Y,,,,,,,,
XFQ,Weymont,CA,PQ,,XFQ,Weymont Rail Station,Y,,,,,,,,
XFS,Alexandria,CA,ON,,XFS,Alexandria Rail Station,Y,,,,,,,,
XFU,Tierp,SE,,,XFU,Tierp Rail Station,Y,,,,,,,,
XFV,Brantford,CA,ON,,XFV,Brantford Rail Station,Y,,,,,,,,
GSH,Goshen,US,IN,,,,N,,,,,,41.52640152,-85.79290009,
XGC,Lund C,SE,,,XGC,Lund C Rail Station,Y,,,,,,,,
XGD,Arendal,NO,,,,Arendal Rail Station,Y,,,,,,,,
GVT,Greenville,US,TX,,,,N,North America,North America,North America,North America,North America,33.06779861,-96.06529999,
HAI,Three Rivers,US,MI,,,,N,,,,,,41.95980072,-85.59339905,
XGH,Flam,NO,,,XGH,Flam Rail Station,Y,,,,,,,,
XGI,Andalsnes,NO,,,,Andalsnes Rail Station,Y,,,,,,,,
XGJ,Cobourg,CA,ON,,XGJ,Cobourg Rail Station,Y,,,,,,,,
XGK,Coteau,CA,PQ,,XGK,Coteau Rail Station,Y,,,,,,,,
XGM,Grantham,GB,,,,Grantham Rail Station,Y,,,,,,,,
XGP,Dombas,NO,,,XGP,Dombas Rail Station,Y,,,,,,,,
XGR,Kangiqsualujjuaq,CA,PQ,,XGR,Georges River Arpt,N,,,,,,58.71139908,-65.99279785,
XGS,Gjerstad,NO,,,XGS,Gjerstad Rail Station,Y,,,,,,,,
HAO,Hamilton,US,OH,,,,N,,,,,,39.36380005,-84.52200317,
XGU,Asker,NO,,,,Asker Rail Station,Y,,,,,,,,
HBK,Holbrook,US,AZ,,,,N,,,,,,34.94070053,-110.1380005,
XGW,Gananoque,CA,ON,,XGW,Gananoque Rail Station,Y,,,,,,,,
HCR,Holy Cross,US,AK,,,,N,,,,,,62.18830109,-159.7749939,
XGY,Grimsby,CA,ON,,XGY,Grimsby Rail Station,Y,,,,,,,,
XGZ,Bregenz,AT,,,XGZ,Bregenz Rail Station,Y,,,,,,,,
HES,Hermiston,US,OR,,,,N,,,,,,45.828223,-119.259024,
XHF,Honefoss,NO,,,XHF,Honefoss Rail Station,Y,,,,,,,,
XHL,Nelaug,NO,,,XHL,Nelaug Rail Station,Y,,,,,,,,
XHM,Georgetown,CA,ON,,XHM,Georgetown Rail Station,Y,,,,,,,,
HLG,Wheeling,US,WV,,,,N,,,,,,40.17499924,-80.64630127,
XHS,Chemainus,CA,BC,,XHS,Chemainus Rail Station,Y,,,,,,,,
XHT,Arna,NO,,,XHT,Arna Rail Station,Y,,,,,,,,
XHU,Huntingdon,GB,,,XHU,Huntingdon Rail Station,Y,,,,,,,,
XHV,Brasov,RO,,,XHV,Brasov Bus Station,N,,,,,,,,
HMT,Hemet,US,CA,,,,N,,,,,,33.73400116,-117.0230026,
XIA,Guelph,CA,ON,,XIA,Guelph Central Rail Station,Y,,,,,,,,
XIB,Ingersoll,CA,ON,,XIB,Ingersoll Rail Station,Y,,,,,,,,
XIC,Xichang,CN,,,XIC,Xichang Arpt,N,,,,,,27.9890995,102.1839981,
XID,Maxville,CA,ON,,XID,Maxville Rail Station,Y,,,,,,,,
XIF,Napanee,CA,ON,,XIF,Napanee Rail Station,Y,,,,,,,,
HPB,Hooper Bay,US,AK,,,,N,,,,,,61.52389908,-166.1470032,
XII,Prescott,CA,ON,,XII,Prescott Rail Station,Y,,,,,,,,
XIL,Xilinhot,CN,,,XIL,Xilinhot Airport,N,,,,,,43.91559982,115.9639969,
XIM,Saint Hyacinthe,CA,PQ,,XIM,Saint Hyacinthe Rail Station,Y,,,,,,,,
XIO,St Marys,CA,ON,,XIO,St Marys Rail Station,Y,,,,,,,,
XIP,Woodstock,CA,ON,,XIP,Woodstock Rail Station,Y,,,,,,,,
XIZ,Reims Champagne Ardenne,FR,,,,Reims Champagne-Ardenne TGV Rail Stn,Y,,,,,,,,
XJA,Alvdal,NO,,,XJA,Alvdal Rail Station,Y,,,,,,,,
XJL,Joliette,CA,PQ,,XJL,Joliette Rail Station,Y,,,,,,,,
XJO,Soria,ES,,,RII  XJO,Soria Bus Station,N,,,,,,,,
XJQ,Jonquiere,CA,PQ,,XJQ,Jonquiere Rail Station,Y,,,,,,,,
XJW,Xiaogan,CN,,,GGX  XJW,Xiaogan North Railway Station,Y,,,,,,,,
XJY,Paris City,FR,,,XJY,Paris Massy TGV Rail Station,Y,,,,,,,,
HQM,Hoquaim,US,WA,,,,N,,,,,,46.97119904,-123.9369965,
XKB,KONGSBERG,NO,,,,Kongsberg Rail Station,Y,,,,,,,,
XKC,Sandnes,NO,,,,Sandnes Rail Station,Y,,,,,,,,
XKD,Halden,NO,,,,Halden Rail Station,Y,,,,,,,,
XKE,Rena,NO,,,,Rena Rail Station,Y,,,,,,,,
XKF,Fredrikstad,NO,,,,Fredrikstad Rail Station,Y,,,,,,,,
XKG,Grong,NO,,,,Grong Rail Station,Y,,,,,,,,
XKH,Xieng Khouang,LA,,,XKH,Xieng Khouang Arpt,N,,,,,,19.450001,103.157997,
XKI,Lillestrom,NO,,,,Lillestrom Rail Station,Y,,,,,,,,
XKJ,Steinkjer,NO,,,XKG  XKJ,Steinkjer Rail Station,Y,,,,,,,,
XKK,Larvik,NO,,,,Larvik Rail Station,Y,,,,,,,,
XKM,Moss,NO,,,,Moss Rail Station,Y,,,,,,,,
HTH,Hawthorne,US,NV,,,,N,,,,,,38.544399,-118.634002,
XKP,Porsgrunn,NO,,,,Porsgrunn Rail Station,Y,,,,,,,,
XKQ,Sarpsborg,NO,,,,Sarpsborg Rail Station,Y,,,,,,,,
XKS,Kasabonika Lake,CA,ON,,XKS,Kasabonika Lake Arpt,N,,,,,,53.52470016,-88.64279938,
HUJ,Hugo,US,OK,,,,N,,,,,,34.03480148,-95.54190063,
XKV,Sackville,CA,NB,,XKV,Sackville Rail Station,Y,,,,,,,,
XKW,Tonsberg,NO,,,XKW,Tonsberg Rail Station,Y,,,,,,,,
XKZ,Vinstra,NO,,,XKZ,Vinstra Rail Station,Y,,,,,,,,
XLB,Lac Brochet Indian Reserve,CA,MB,,XLB,Lac Brochet Arpt,N,,,,,,58.61750031,-101.4690018,
HVS,Hartsville,US,SC,,,,N,,,,,,34.40309906,-80.11920166,
HWI,Hawk Inlet,US,AK,,,,N,,,,,,,,
HYG,Hydaburg,US,AK,,,,N,,,,,,55.20629883,-132.8280029,
HZL,Hazelton,US,PA,,,,N,,,,,,40.98680115,-75.99490356,
IAN,Kiana,US,AK,,,,N,,,,,,66.97599792,-160.4369965,
IDG,Ida Grove,US,IA,,,,N,,,,,,,,
XLP,Matapedia,CA,PQ,,XLP,Matapedia Rail Station,Y,,,,,,,,
IDP,Independence,US,KS,,,,N,,,,,,37.15840149,-95.77839661,
XLS,St Louis,SN,,,XLS,St Louis Airport,N,,,,,,16.05080032,-16.46319962,
XLV,Niagara Falls,CA,ON,,XLV,Niagara Falls Rail Station,Y,,,,,,,,
IGG,Igiugig,US,AK,,,,N,,,,,,59.32400131,-155.9019928,
XLY,Aldershot,CA,ON,,XLY,Aldershot Rail Station,Y,,,,,,,,
XLZ,Truro,CA,,,XLZ,Truro Rail Station,Y,,,,,,,,
IKB,Wilkesboro,US,NC,,,,N,,,,,,36.22280121,-81.09829712,
ILI,Iliamna,US,AK,,,,N,,,,,,59.75439835,-154.9109955,
ILL,Willmar,US,MN,,,,N,,,,,,45.11769867,-95.13040161,
ILN,Wilmington,US,OH,,,,N,,,,,,39.42789841,-83.792099,
JBS,Pleasanton,US,CA,,,,N,,,,,,,,
JHC,Garden City,US,NY,,,,N,,,,,,,,
JMC,Sausalito,US,CA,,OAK  SFO  SJC,,N,,,,,,,,
XMN,Xiamen,CN,,,XMN,Xiamen Intl Airport,N,,,,,,24.54400063,118.1279984,
KAL,Kaltag,US,AK,,,,N,,,,,,64.31909943,-158.7409973,
KBC,Birch Creek,US,AK,,,,N,,,,,,66.27400208,-145.8240051,
XMS,Macas,EC,,,XMS,Edmundo Carvajal Arpt,N,,,,,,-2.299170017,-78.1207962,
KCC,Coffman Cove,US,AK,,,,N,,,,,,56.00320053,-132.8419952,
KEK,Ekwok,US,AK,,,,N,,,,,,59.35680008,-157.470993,
KFP,False Pass,US,AK,,,,N,,,,,,54.84740067,-163.4100037,
XMY,Yam Island,AU,QLD,,XMY,Yam Island Arpt,N,International,Pac-North,Australia,Australia,APAC,-9.901109695,142.776001,
XMZ,Macclesfield,GB,,,XMZ,Macclesfield Rail Station,Y,,,,,,,,
XND,Drammen,NO,,,,Drammen Rail Station,Y,,,,,,,,
XNE,Newport,GB,,,XNE,Newport Rail Station,Y,,,,,,,,
XNH,Nasiriyah,IQ,,,XNH,Ali Air Base,N,,,,,,,,
XNK,Newark,GB,,,XNK,Newark North Gate Rail Station,Y,,,,,,,,
XNM,Nottingham,GB,,,XNM,Nottingham Rail Station,Y,,,,,,,,
XNN,Xining,CN,,,XNN,Caojiabao Arpt,N,,,,,,36.5275,102.042999,
XNO,Northallerton,GB,,,XNO,Northallerton Rail Station,Y,,,,,,,,
KGK,Koliganek,US,AK,,,,N,,,,,,59.72660065,-157.2590027,
KIB,Ivanof Bay,US,AK,,,,N,,,,,,55.89749908,-159.4889984,
