Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
TCV,Tete,MZ,,,,Tete,N,,,,,,,,
TCS,Truth Or Consequences,US,NM,,,Truth Or Consequences Municipal Airport,N,,,,,,33.23690033,-107.2720032,
TCK,Tinboli,PG,,,,Tinboli Airport,N,,,,,,-4.0949,143.3838,
TCJ,Torembi,PG,,,,Torembi Airport,N,,,,,,-4.0165,143.1329,
TBX,Taabo,CI,,,,Taabo,N,,,,,,,,
TBV,Tabal,MH,,,,Tabal,N,,,,,,8.3027,171.1615,
TBR,Statesboro,US,GA,,,Statesboro Bulloch County Airport,N,,,,,,32.48270035,-81.73690033,
TBQ,Tarabo,PG,,,,Tarabo,N,,,,,,-6.466666667,145.5322222,
TBE,Timbunke,PG,,,,Timbunke,N,,,,,,-4.196633,143.519222,
TBA,Tabibuga,PG,,,,Tabibuga,N,,,,,,-5.5766,144.6508,
TAA,Tarapaina,SB,,,,Tarapaina,N,,,,,,-9.414,161.358,
SZL,Knob Noster,US,MO,,,Whiteman Air Force Base,N,,,,,,38.7303009,-93.54789734,
SYW,Sehwen Sharif,PK,,,,Sehwen Sharif,N,,,,,,26.47310066,67.71720123,
SYV,Sylvester,US,GA,,,Sylvester Airport,N,,,,,,31.55850029,-83.89569855,
SYT,Saint Yan,FR,,,,Charolais Bourgogne S.,N,,,,,,46.41249847,4.013259888,
SYN,Stanton,US,MN,,,Stanton Airfield,N,,,,,,44.4754982,-93.01629639,
SYJ,Sirjan,IR,,,,Sirjan,N,,,,,,29.55089951,55.67269897,
SYH,Syangboche,NP,,,,Syangboche,N,,,,,,27.8112,86.7124,
SYF,Gabriola Island,CA,BC,,,Silva Bay Seaplane Base,N,,,,,,49.15,-123.696,
SYC,Shiringayoc,PE,,,,Shiringayoc,N,,,,,,-11.898,-69.0625,
SXW,Sauren,PG,,,,Sauren,N,,,,,,-5.9701,148.8543,
SXI,Sirri Island,IR,,,,Sirri Island,N,,,,,,25.90889931,54.53939819,
SXC,Catalina Island,US,,,,Avalo Vor/Wp,N,,,,,,,,
SXA,Sialum,PG,,,,Sialum,N,,,,,,-6.0908,147.5955,
SWX,Shakawe,BW,,,,Shakawe,N,,,,,,-18.37389946,21.83259964,
SWR,Silur,PG,,,,Silur,N,,,,,,-4.529888889,153.0544444,
SWE,Siwea,PG,,,,Siwea,N,,,,,,-6.284639,147.580833,
SVY,Savo,SB,,,,Savo,N,,,,,,,,
SVT,Savuti,BW,,,,Savuti,N,,,,,,-18.52059937,24.07670021,
SVF,Save,BJ,,,,Save,N,,,,,,8.018170357,2.464580059,
SUQ,Sucua,EC,,,,Sucua,N,,,,,,-2.48300004,-78.16699982,
SUC,Sundance,US,,,,Schloredt,N,,,,,,,,
STQ,St Marys,US,PA,,,St Marys Municipal Airport,N,,,,,,41.41249847,-78.50260162,
SSW,Stuart Island,US,WA,,,Stuart Island Airpark,N,,,,,,48.67290115,-123.1760025,
SSV,Siasi,PH,,,,Siasi,N,,,,,,5.558,120.833,
SSU,White Sulphur Springs,US,WV,,,Greenbrier Airport,N,,,,,,37.775,-80.336,
SRT,Soroti,UG,,,,Soroti,N,,,,,,1.727689981,33.62279892,
SRK,Sierra Leone,SL,,,,Sierra Leone,N,,,,,,,,
SQZ,Scampton,GB,,,,Raf Station,N,,,,,,53.30780029,-0.550832987,
SQU,Saposoa,PE,,,,Saposoa,N,,,,,,-6.960030079,-76.7684021,
SQT,Samarai Island,PG,,,,China Straits Airstrip,N,,,,,,-10.56277778,150.6906944,
SQJ,Shehdi,ET,,,,Shehdi,N,,,,,,26.4263,117.8336,
SPV,Sepik Plains,PG,,,,Sepik Plains,N,,,,,,-3.8821,143.6734,
SOZ,Solenzara,FR,,,,Solenzara,N,,,,,,41.92440033,9.406000137,
SOR,Al Thaurah,SY,,,,Al Thaurah,N,,,,,,34.3905,40.1524,
SNX,Sabana De Mar,DO,,,,Sabana De Mar,N,,,,,,19.06189919,-69.3852005,
SNK,Snyder,US,TX,,,Winston Field,N,,,,,,32.69340134,-100.9499969,
SNJ,San Julian,CU,,,,San Julian,N,,,,,,22.09530067,-84.15200043,
SND,Seno,LA,,,,Seno,N,,,,,,,,
SMN,Salmon,US,ID,,,Lemhi County Airport,N,,,,,,45.12379837,-113.8809967,
SMJ,Sim,PG,,,,Sim,N,,,,,,-7.75,146.9273,
SMH,Sapmanga,PG,,,,Sapmanga,N,,,,,,-6.075277778,146.8111111,
SMG,Santa Maria,PE,,,,Santa Maria,N,,,,,,-11.98333359,-77,
SLJ,Chandler,US,,,,Stellar Air Park,N,,,,,,-22.2554,117.7627,
SLF,Sulayel,SA,,,,Sulayel,N,,,,,,20.4647007,45.61959839,
SKR,Shakiso,ET,,,,Shakiso,N,,,,,,5.6923,38.9764,
SKM,Skeldon,GY,,,,Skeldon,N,,,,,,5.8599,-57.14894,
SJR,San Juan D Ur,CO,,,,San Juan D Ur,N,,,,,,8.766667,-76.533333,
SJA,San Juan,PE,,,,San Juan,N,,,,,,-15.35249996,-75.1371994,
SIZ,Sissano,PG,,,,Sissano,N,,,,,,-2.999444444,142.0445,
SIV,Monticello,US,IN,,,Sullivan County Airport,N,,,,,,39.11470032,-87.44830322,
SII,Sidi Ifni,MA,,,,Sidi Ifni,N,,,,,,29.36669922,-10.18780041,
SGZ,Songkhla,TH,,,,Songkhla,N,,,,,,7.186560154,100.6080017,
SGK,Sangapi,PG,,,,Sangapi,N,,,,,,-5.125833333,144.3236111,
SFW,Santa Fe,PA,,,,Santa Fe,N,,,,,,,,
SFR,San Fernando,CO,,,,San Fernando,N,,,,,,34.289,-118.422,
SFI,Safi,MA,,,,Safi,N,,,,,,32.28329849,-9.233329773,
SEX,Sembach,DE,,,,Sembach,N,,,,,,49.507,7.866,
SEQ,Sungai Pakning,ID,,,,Sungai Pakning,N,,,,,,1.370000005,102.1399994,
SEG,Selinsgrove,US,PA,,,Penn Valley Airport,N,,,,,,40.8205986,-76.86389923,
SEC,Serre Chevalier,FR,,,,Serre Chevalier,N,,,,,,,,
SDW,Sandwip,BD,,,,Sandwip,N,,,,,,,,
SCR,Scranton,US,PA,,,Scranton Municipal Airport.,N,,,,,,41.4802,-75.772,
SCJ,Smith Cove,US,,,,Smith Cove,N,,,,,,,,
SCD,Sulaco,HN,,,,Sulaco,N,,,,,,14.90719986,-87.26339722,
SCB,Scribner,US,NE,,,Scribner State Airport,N,,,,,,41.61029816,-96.62989807,
SBX,Shelby,US,MT,,,Shelby Airport,N,,,,,,48.54069901,-111.8710022,
SBQ,Sibi,PK,,,,Sibi,N,,,,,,29.57119942,67.84790039,
SBO,Salina,US,UT,,,Salina Gunnison Airport,N,,,,,,39.02909851,-111.8379974,
SBI,Koundara,GN,,,,Sambailo,N,,,,,,12.57269955,-13.35849953,
SBF,Sardeh Band,AF,,,,Sardeh Band,N,,,,,,33.3207016,68.6364975,
SBB,Santa Barbara Ba,VE,,,,Santa Barbara Ba,N,,,,,,7.803514004,-71.16571808,
SAX,Sambu,PA,,,,Sambu,N,,,,,,8.017000198,-78.19999695,
SAJ,Sirajganj,BD,,,,Sirajganj,N,,,,,,,,
RZS,Sawan,PK,,,,Sawan,N,,,,,,-8.132780075,115.1729965,
RZP,Taytay Sandoval,PH,,,,Clr Airport,N,,,,,,10.81874,119.507697,
MNS,Mansa,ZM,,,,,N,,,,,,-11.13700008,28.87260056,
RXA,Raudha,YE,,,,Raudha,N,,,,,,,,
RWF,Redwood Falls,US,MN,,,Redwood Falls Municipal Airport,N,,,,,,44.54719925,-95.08229828,
RVV,Rairua,PF,,,,Raivavae,N,,,,,,-23.8852005,-147.6620026,
RVO,Reivilo,ZA,,,,Reivilo,N,,,,,,-27.54719925,24.17250061,
RUV,Rubelsanto,GT,,,,Rubelsanto,N,,,,,,15.99199963,-90.44529724,
RUU,Ruti,PG,,,,Ruti,N,,,,,,-5.334444444,144.2566667,
RUM,Rumjatar,NP,,,,Rumjatar,N,,,,,,27.30349922,86.55039978,
RUK,Rukumkot,NP,,,,Rukumkot,N,,,,,,28.62700081,82.19499969,
RTD,Rotunda,US,,,,Rotunda,N,,,,,,,,
RSX,Rouses Point,US,NY,,,Rouses Point Seaplane Base,N,,,,,,44.99169922,-73.3635025,
RSI,Rio Sidra,PA,,,,Rio Sidra,N,,,,,,,,
RRT,Warroad,US,MN,,,Warroad International Memorial Airport,N,,,,,,48.94139862,-95.3483963,
RRM,Marromeu,MZ,,,,Marromeu,N,,,,,,-18.2929,35.9345,
RRI,Barora,SB,,,,Barora,N,,,,,,,,
RPX,Roundup,US,MT,,,Roundup Airport,N,,,,,,46.475095,-108.541497,
RPA,Rolpa,NP,,,,Rolpa,N,,,,,,28.267292,82.756496,
ROD,Robertson,ZA,,,,Robertson,N,,,,,,-33.81219864,19.90279961,
RNP,Rongelap Island,MH,,,,Rongelap Island,N,,,,,,11.1572,166.886993,
RMN,Rumginae,PG,,,,Rumginae,N,,,,,,-5.897222222,141.2716667,
RMD,Ramagundam,IN,,,,Ramagundam,N,,,,,,18.701,79.3923,
RLP,Rosella Plains,AU,,,,Rosella Plains,N,,,,,,-18.4253,144.4587,
RKR,Poteau,US,,,,Robert S Kerr,N,,,,,,35.02159882,-94.62129974,
RKC,Yreka,US,,,,Yreka,N,,,,,,,,
RJN,Rafsanjan,IR,,,,Rafsanjan,N,,,,,,30.29770088,56.05110168,
RJH,Rajshahi,BD,,,,Rajshahi,N,,,,,,24.43720055,88.61650085,
RJB,Rajbiraj,NP,,,,Rajbiraj,N,,,,,,26.510066,86.733902,
RIV,Riverside,US,CA,,,March ARB Airport,N,,,,,,33.880699,-117.259003,
RIT,Rio Tigre,PA,,,,Rio Tigre,N,,,,,,,,
RIR,Riverside,US,,,,Riverside Fla-Bob,N,,,,,,33.98970032,-117.4110031,
RIM,Rodriguez De Men,PE,,,,Rodriguez De Men,N,,,,,,-6.392310143,-77.50119781,
RIK,Carrillo,CR,,,,Carrillo,N,,,,,,,,
RHP,Ramechhap,NP,,,,Ramechhap,N,,,,,,27.3939991,86.06140137,
RHG,Ruhengeri,RW,,,,Ruhengeri,N,,,,,,-1.5,29.63299942,
RFS,Rosita,NI,,,,Rosita,N,,,,,,13.88969994,-84.4088974,
RFK,Anguilla,US,,,,Rollang Field,N,,,,,,,,
RFA,Rafai,CF,,,,Rafai,N,,,,,,4.988609791,23.92779922,
REO,Rome,US,OR,,,Rome State Airport,N,,,,,,42.57770157,-117.8850021,
RDR,Grand Forks,US,ND,,,Grand Forks Air Force Base,N,,,,,,47.96110153,-97.40119934,
RCT,Reed City,US,MI,,,Nartron Field,N,,,,,,43.90000153,-85.51670074,
RCP,Cinder River,US,,,,Cinder River,N,,,,,,,,
RCL,Redcliffe,VU,,,,Redcliffe,N,,,,,,-15.47200012,167.8350067,
RCK,Rockdale,US,TX,,,H H Coffield Regional Airport,N,,,,,,30.63159943,-96.98970032,
RBT,Marsabit,KE,,,,Marsabit,N,,,,,,2.344254,37.999996,
RBN,Fort Jefferson,US,,,,Fort Jefferson,N,,,,,,,,
RBE,Ratanakiri,KH,,,,Ratanakiri,N,,,,,,13.72999954,106.9869995,
RAZ,Rawala Kot,PK,,,,Rawala Kot,N,,,,,,33.84970093,73.79810333,
RAX,Oram,PG,,,,Oram,N,,,,,,-9.632916667,148.0480556,
RAU,Rangpur,BD,,,,Rangpur,N,,,,,,,,
RAT,Raduzhnyi,RU,,,,Raduzhnyi,N,,,,,,62.15859985,77.3289032,
RAA,Rakanda,PG,,,,Rakanda,N,,,,,,-4.2096,152.4385,
QXM,Fictitious Point/Aa4,ZZ,,,,Scotrail Pass,Y,,,,,,,,
QXL,Fictitious Point/Aa3,ZZ,,,,Scotrail Network,Y,,,,,,,,
QVY,Kouvola,FI,,,,Bus Station,N,,,,,,60.89640045,26.93840027,
QUF,Tallinn,EE,,,,Pirita Harbour,N,,,,,,,,
QUB,Ubari,LY,,,,Ubari,N,,,,,,26.56749916,12.82310009,
QSP,Reserved,XS,,,,Network Service Code,N,,,,,,,,
QMV,Montvale,US,,,,Montvale,N,,,,,,,,
QMQ,Murzuq,LY,,,,Murzuq,N,,,,,,,,
QLX,Lauterach,AT,,,,Lauterach,N,,,,,,,,
QFP,Fictitious Point/Lh,DE,,,,Fictitious Point/Lh,N,,,,,,,,
QFK,Selje,NO,,,,Harbour,N,,,,,,,,
QCU,Akunnaaq,GL,,,,Heliport,N,,,,,,68.74427283,-52.34036922,
PYV,Yaviza,PA,,,,Yaviza,N,,,,,,8.1528,-77.687,
PYO,Putumayo,EC,,,,Putumayo,N,,,,,,0.115949,-75.85022,
PYE,Penrhyn Island,CK,,,,Penrhyn Island,N,,,,,,-9.014369965,-158.0324097,
PXR,Surin,TH,,,,Surin,N,,,,,,14.86830044,103.4980011,
PWO,Pweto,ZR,,,,Pweto,N,,,,,,-8.467000008,28.88299942,
PWI,Pawi,ET,,,,Beles,N,,,,,,11.3126,36.4164,
PWD,Plentywood,US,MT,,,Sher-Wood Airport,N,,,,,,48.79029846,-104.5339966,
PVX,Provedenia,RU,,,,Provedenia,N,,,,,,,,
PVS,Provideniya,RU,,,,Provideniya,N,,,,,,64.37809753,-173.2429962,
PVE,El Porvenir,PA,,,,El Porvenir,N,,,,,,9.558,-78.947,
PUP,Po,BF,,,,Po,N,,,,,,11.14999962,-1.149999976,
PTM,Palmarito,VE,,,,Palmarito,N,,,,,,7.566669941,-70.1832962,
PSX,Palacios,US,TX,,,Palacios Municipal Airport,N,,,,,,28.72750092,-96.25099945,
PSV,Papa Stour,GB,,,,Papa Stour,N,,,,,,60.321701,-1.69306,
PRW,Prentice,US,WI,,,Prentice Airport,N,,,,,,45.542999,-90.279297,
